created_at,text,score,category,market_relevant,term,event_date,SP500_ret_1d,SP500_ret_3d,VIX_ret_1d,VIX_ret_3d,USDCHF_ret_1d,USDCHF_ret_3d,GOLD_ret_1d,GOLD_ret_3d
2017-01-24 11:49:00+00:00," ""Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Office.pic.twitter.com/OErGmbBvYK – bei The Oval Office""",8,economy,True,term1,2017-01-24 00:00:00+00:00,0.802609054961754,0.6412027967804838,-2.3486836709587626,-4.426375651548243,0.37299294868102945,0.25567814411445433,-1.0741138127348893,-1.8342619471661392
2017-01-24 18:46:00+00:00," ""Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @ WhiteHouse today.pic.twitter.com/T0eIgO6LP8""",7,economy,True,term1,2017-01-24 00:00:00+00:00,0.802609054961754,0.6412027967804838,-2.3486836709587626,-4.426375651548243,0.37299294868102945,0.25567814411445433,-1.0741138127348893,-1.8342619471661392
2017-01-24 20:16:00+00:00," ""Congratulations to @ FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @ CNN - public is smart!""",5,domestic_politics,False,term1,2017-01-24 00:00:00+00:00,0.802609054961754,0.6412027967804838,-2.3486836709587626,-4.426375651548243,0.37299294868102945,0.25567814411445433,-1.0741138127348893,-1.8342619471661392
2017-01-25 06:17:00+00:00," ""I will be making my Supreme Court pick on Thursday of next week.Thank you!""",5,domestic_politics,False,term1,2017-01-25 00:00:00+00:00,-0.07353844075136465,-0.7601132086214288,-1.6651276428180168,9.898239160865442,-0.20278451516531423,-0.3666113968017357,-0.6514698496637841,-0.34244529266185453
2017-01-25 16:05:00+00:00," ""I will be interviewed by @ DavidMuir tonight at 10 o'clock on @ ABC. Will be my first interview from the White House. Enjoy!pic.twitter.com/okiZ8ZeDgz – bei The White House""",5,domestic_politics,False,term1,2017-01-25 00:00:00+00:00,-0.07353844075136465,-0.7601132086214288,-1.6651276428180168,9.898239160865442,-0.20278451516531423,-0.3666113968017357,-0.6514698496637841,-0.34244529266185453
2017-01-25 20:45:00+00:00," ""' @ romoabcnews: . @ DavidMuir first @ POTUS interview since taking office. Tonight on @ ABCWorldNews @ ABC2020 tonight. pic.twitter.com/I4Vz1mRdBK'""",5,domestic_politics,False,term1,2017-01-25 00:00:00+00:00,-0.07353844075136465,-0.7601132086214288,-1.6651276428180168,9.898239160865442,-0.20278451516531423,-0.3666113968017357,-0.6514698496637841,-0.34244529266185453
2017-01-25 20:48:00+00:00," ""Interview with David Muir of @ ABC News in 10 minutes. Enjoy!""",5,domestic_politics,False,term1,2017-01-25 00:00:00+00:00,-0.07353844075136465,-0.7601132086214288,-1.6651276428180168,9.898239160865442,-0.20278451516531423,-0.3666113968017357,-0.6514698496637841,-0.34244529266185453
2017-01-26 07:51:00+00:00," ""The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...""",2,trade,True,term1,2017-01-26 00:00:00+00:00,-0.08664638929262806,-0.7754591402905072,-0.47036867541455574,12.79397593636597,0.08608021783759034,-0.46844749542243924,-0.11769856360340479,1.60571463521963
2017-01-26 17:45:00+00:00," ""Will be interviewed by @ SeanHannity on @ FoxNews at 10:00pm tonight. Enjoy!""",5,domestic_politics,False,term1,2017-01-26 00:00:00+00:00,-0.08664638929262806,-0.7754591402905072,-0.47036867541455574,12.79397593636597,0.08608021783759034,-0.46844749542243924,-0.11769856360340479,1.60571463521963
2017-01-26 17:53:00+00:00," ""Miami-Dade Mayor drops sanctuary policy. Right decision. Strong!http://www.miamiherald.com/news/local/community/miami-dade/article128984759.html …""",5,domestic_politics,False,term1,2017-01-26 00:00:00+00:00,-0.08664638929262806,-0.7754591402905072,-0.47036867541455574,12.79397593636597,0.08608021783759034,-0.46844749542243924,-0.11769856360340479,1.60571463521963
2017-01-27 10:27:00+00:00," ""The # MarchForLife is so important. To all of you marching --- you have my full support!""",5,domestic_politics,False,term1,2017-01-27 00:00:00+00:00,-0.6009543517695938,-0.6597794457950538,12.287336484965548,11.625713655768982,-0.2500247682071137,-1.090105128073974,0.42925475050383155,1.4729400184836712
2017-01-27 10:30:00+00:00," "". @ VP Mike Pence will be speaking at today's # MarchForLife -- You have our full support!https://twitter.com/vp/status/824757313441525761 …""",5,domestic_politics,False,term1,2017-01-27 00:00:00+00:00,-0.6009543517695938,-0.6597794457950538,12.287336484965548,11.625713655768982,-0.2500247682071137,-1.090105128073974,0.42925475050383155,1.4729400184836712
2017-01-27 14:20:00+00:00," ""Statement on International Holocaust Remembrance Day:https://www.whitehouse.gov/the-press-office/2017/01/27/statement-president-international-holocaust-remembrance-day …""",4,domestic_politics,False,term1,2017-01-27 00:00:00+00:00,-0.6009543517695938,-0.6597794457950538,12.287336484965548,11.625713655768982,-0.2500247682071137,-1.090105128073974,0.42925475050383155,1.4729400184836712
2017-01-27 16:00:00+00:00," ""Congratulations Secretary Mattis!pic.twitter.com/mkuhbegzqS – bei The Pentagon""",5,domestic_politics,False,term1,2017-01-27 00:00:00+00:00,-0.6009543517695938,-0.6597794457950538,12.287336484965548,11.625713655768982,-0.2500247682071137,-1.090105128073974,0.42925475050383155,1.4729400184836712
2017-01-27 17:46:00+00:00," ""I promise that our administration will ALWAYS have your back. We will ALWAYS be with you!pic.twitter.com/D0aOWhOH4X""",5,domestic_politics,False,term1,2017-01-27 00:00:00+00:00,-0.6009543517695938,-0.6597794457950538,12.287336484965548,11.625713655768982,-0.2500247682071137,-1.090105128073974,0.42925475050383155,1.4729400184836712
2017-01-28 07:08:00+00:00," ""Thr coverage about me in the @ nytimes and the @ washingtonpost gas been so false and angry that the times actually apologized to its.....""",5,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-29 07:00:00+00:00," ""Somebody with aptitude and conviction should buy the FAKE NEWS and failing @ nytimes and either run it correctly or let it fold with dignity!""",3,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-29 09:03:00+00:00," ""Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!""",5,geopolitics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-29 15:45:00+00:00," ""The joint statement of former presidential candidates John McCain & Lindsey Graham is wrong - they are sadly weak on immigration. The two...""",5,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-29 17:28:00+00:00," ""Statement Regarding Recent Executive Order Concerning Extreme Vetting: https://www.facebook.com/DonaldTrump/posts/10158567643610725 …""",2,geopolitics,True,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-29 17:39:00+00:00," ""I will be interviewed by @ TheBrodyFile on @ CBNNews tonight at 11pm. Enjoy!""",5,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-30 06:20:00+00:00," ""protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!""",6,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-30 06:27:00+00:00," ""There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!""",4,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-30 07:43:00+00:00," ""I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.)""",5,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-30 08:23:00+00:00," ""Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?""",6,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-30 18:45:00+00:00," ""The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.""",5,domestic_politics,False,term1,2017-01-30 00:00:00+00:00,-0.0889905407144033,-0.002183554282624281,0.9259230270842701,0.42087702233338364,-0.3047880625771202,-0.4301167800463678,1.2906490985804773,1.9694938787853615
2017-01-31 05:21:00+00:00," ""Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!""",5,domestic_politics,False,term1,2017-01-31 00:00:00+00:00,0.029836348965080438,0.8139913085697708,-1.5012456625316388,-8.507085267393899,-0.5390409032936307,-0.19208644603389893,-0.2482210872580549,0.8191316079799605
2017-01-31 05:27:00+00:00," ""When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!""",5,domestic_politics,False,term1,2017-01-31 00:00:00+00:00,0.029836348965080438,0.8139913085697708,-1.5012456625316388,-8.507085267393899,-0.5390409032936307,-0.19208644603389893,-0.2482210872580549,0.8191316079799605
2017-01-31 18:31:00+00:00," ""Getting ready to deliver a VERY IMPORTANT DECISION! 8:00 P.M.""",5,domestic_politics,False,term1,2017-01-31 00:00:00+00:00,0.029836348965080438,0.8139913085697708,-1.5012456625316388,-8.507085267393899,-0.5390409032936307,-0.19208644603389893,-0.2482210872580549,0.8191316079799605
2017-01-31 19:01:00+00:00," ""Join me live from the @ WhiteHouse.https://www.facebook.com/POTUS/videos/1240366106032827/ …""",5,domestic_politics,False,term1,2017-01-31 00:00:00+00:00,0.029836348965080438,0.8139913085697708,-1.5012456625316388,-8.507085267393899,-0.5390409032936307,-0.19208644603389893,-0.2482210872580549,0.8191316079799605
2017-02-01 21:06:00+00:00," ""Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!""",2,geopolitics,True,term1,2017-02-02 00:00:00+00:00,0.7264758098647858,0.5362027290314805,-8.046940600080948,-5.36462973135961,-0.06645811953111802,-0.17722165208296276,0.14794517139507302,1.438316816166938
2017-02-01 21:55:00+00:00," ""Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!""",3,domestic_politics,False,term1,2017-02-02 00:00:00+00:00,0.7264758098647858,0.5362027290314805,-8.046940600080948,-5.36462973135961,-0.06645811953111802,-0.17722165208296276,0.14794517139507302,1.438316816166938
2017-02-02 05:13:00+00:00," ""If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?""",4,domestic_politics,False,term1,2017-02-02 00:00:00+00:00,0.7264758098647858,0.5362027290314805,-8.046940600080948,-5.36462973135961,-0.06645811953111802,-0.17722165208296276,0.14794517139507302,1.438316816166938
2017-02-02 05:18:00+00:00," ""Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!""",6,domestic_politics,False,term1,2017-02-02 00:00:00+00:00,0.7264758098647858,0.5362027290314805,-8.046940600080948,-5.36462973135961,-0.06645811953111802,-0.17722165208296276,0.14794517139507302,1.438316816166938
2017-02-02 05:25:00+00:00," ""Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!""",5,domestic_politics,False,term1,2017-02-02 00:00:00+00:00,0.7264758098647858,0.5362027290314805,-8.046940600080948,-5.36462973135961,-0.06645811953111802,-0.17722165208296276,0.14794517139507302,1.438316816166938
2017-02-02 05:34:00+00:00," ""Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!""",2,geopolitics,True,term1,2017-02-02 00:00:00+00:00,0.7264758098647858,0.5362027290314805,-8.046940600080948,-5.36462973135961,-0.06645811953111802,-0.17722165208296276,0.14794517139507302,1.438316816166938
2017-02-02 05:39:00+00:00," ""Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion""",2,geopolitics,True,term1,2017-02-02 00:00:00+00:00,0.7264758098647858,0.5362027290314805,-8.046940600080948,-5.36462973135961,-0.06645811953111802,-0.17722165208296276,0.14794517139507302,1.438316816166938
2017-02-03 05:28:00+00:00," ""Iran is playing with fire - they don't appreciate how 'kind' President Obama was to them. Not me!""",2,geopolitics,True,term1,2017-02-03 00:00:00+00:00,-0.21153569858851515,-0.1196994930624452,3.6463045468877833,4.37556545626534,-0.010077746390099968,0.5390693447447007,0.943783340172343,1.5674990222353302
2017-02-03 05:34:00+00:00," ""Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!""",6,domestic_politics,False,term1,2017-02-03 00:00:00+00:00,-0.21153569858851515,-0.1196994930624452,3.6463045468877833,4.37556545626534,-0.010077746390099968,0.5390693447447007,0.943783340172343,1.5674990222353302
2017-02-03 06:51:00+00:00," ""A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.""",2,geopolitics,True,term1,2017-02-03 00:00:00+00:00,-0.21153569858851515,-0.1196994930624452,3.6463045468877833,4.37556545626534,-0.010077746390099968,0.5390693447447007,0.943783340172343,1.5674990222353302
2017-02-03 17:08:00+00:00," ""We must keep 'evil' out of our country!""",4,domestic_politics,False,term1,2017-02-03 00:00:00+00:00,-0.21153569858851515,-0.1196994930624452,3.6463045468877833,4.37556545626534,-0.010077746390099968,0.5390693447447007,0.943783340172343,1.5674990222353302
2017-02-03 21:07:00+00:00," ""Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!""",2,trade,True,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-04 07:06:00+00:00," ""Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death & destruction!""",2,geopolitics,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-04 08:26:00+00:00," ""MAKE AMERICA GREAT AGAIN!""",5,domestic_politics,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-04 18:34:00+00:00," ""Interview with @ oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!""",5,other,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-04 18:48:00+00:00," ""The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!""",3,domestic_politics,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-05 14:39:00+00:00," ""Just cannot believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!""",3,domestic_politics,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-05 14:42:00+00:00," ""I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!""",3,domestic_politics,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-05 16:49:00+00:00," ""Enjoy the # SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!""",5,domestic_politics,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-06 17:33:00+00:00," ""An extended interview from the Super Bowl with @ oreillyfactor airs tonight at 8:00 P.M. Enjoy!pic.twitter.com/kZdHqaNTVR""",5,other,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-06 20:33:00+00:00," ""The failing @ nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!""",5,domestic_politics,False,term1,2017-02-06 00:00:00+00:00,0.02268291856960025,0.6678149406101556,-0.7036053167217861,-4.309584661830187,-0.10076960178077034,0.29022390108158613,0.3414594448678862,0.41463216145833337
2017-02-07 10:25:00+00:00," ""An honor having the National Sheriffs' Assoc. join me at the @ WhiteHouse. Incredible men & women who protect & serve 24/7/365. THANK YOU!!pic.twitter.com/9EMTnH0OrF""",5,domestic_politics,False,term1,2017-02-07 00:00:00+00:00,0.06933223855400547,1.0038907821340872,1.4171820013527139,-3.8972505037199476,0.6506276750617127,1.013768982652995,0.27548408269131525,0.01621076406602756
2017-02-08 09:23:00+00:00," ""Thank you to our great Police Chiefs & Sheriffs for your leadership & service. You have a true friend in the @ WhiteHouse. We support you!pic.twitter.com/niwuK5rgXR""",5,domestic_politics,False,term1,2017-02-08 00:00:00+00:00,0.5752546449780443,1.4633947046101232,-4.9781633565005405,-3.3187783473448342,-0.25756398957105,0.6614574428925875,-0.20200388245938541,-1.0665765539972258
2017-02-08 09:51:00+00:00," ""My daughter Ivanka has been treated so unfairly by @ Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!""",2,domestic_politics,False,term1,2017-02-08 00:00:00+00:00,0.5752546449780443,1.4633947046101232,-4.9781633565005405,-3.3187783473448342,-0.25756398957105,0.6614574428925875,-0.20200388245938541,-1.0665765539972258
2017-02-08 09:54:00+00:00," ""'16 Fake News Stories Reporters Have Run Since Trump Won'http://thefederalist.com/2017/02/06/16-fake-news-stories-reporters-have-run-since-trump-won/ …""",5,domestic_politics,False,term1,2017-02-08 00:00:00+00:00,0.5752546449780443,1.4633947046101232,-4.9781633565005405,-3.3187783473448342,-0.25756398957105,0.6614574428925875,-0.20200388245938541,-1.0665765539972258
2017-02-08 13:39:00+00:00," ""'Immigration Ban Is One Of Trump's Most Popular Orders So Far'pic.twitter.com/wAelwuQ4BE""",5,domestic_politics,False,term1,2017-02-08 00:00:00+00:00,0.5752546449780443,1.4633947046101232,-4.9781633565005405,-3.3187783473448342,-0.25756398957105,0.6614574428925875,-0.20200388245938541,-1.0665765539972258
2017-02-08 16:07:00+00:00," ""'Trump administration seen as more truthful than news media'http://bit.ly/2k4b0imEmersonPoll …""",5,domestic_politics,False,term1,2017-02-08 00:00:00+00:00,0.5752546449780443,1.4633947046101232,-4.9781633565005405,-3.3187783473448342,-0.25756398957105,0.6614574428925875,-0.20200388245938541,-1.0665765539972258
2017-02-09 07:26:00+00:00," ""Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....""",5,domestic_politics,False,term1,2017-02-09 00:00:00+00:00,0.35660501028452657,1.2873324506539485,-0.2757328369084416,-1.2867678478875457,0.6199546522471536,1.0419658063402168,-0.05667162057411099,-0.9068052298002588
2017-02-10 07:35:00+00:00," ""The failing @ nytimes does major FAKE NEWS China story saying 'Mr.Xi has not spoken to Mr. Trump since Nov.14.' We spoke at length yesterday!""",6,geopolitics,True,term1,2017-02-10 00:00:00+00:00,0.5245845097992504,1.4312810736157582,2.0276433697663276,10.322579227479865,0.29958268415416567,0.48532490067082906,-0.810110158961374,-0.21873567634358682
2017-02-10 17:24:00+00:00," ""Heading to Joint Base Andrews on # MarineOne with Prime Minister Shinzō earlier today.pic.twitter.com/4JFhyYdeHO""",5,geopolitics,False,term1,2017-02-10 00:00:00+00:00,0.5245845097992504,1.4312810736157582,2.0276433697663276,10.322579227479865,0.29958268415416567,0.48532490067082906,-0.810110158961374,-0.21873567634358682
2017-02-11 06:12:00+00:00," ""Our legal system is broken! '77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries.' (WT) SO DANGEROUS!""",3,domestic_politics,False,term1,2017-02-13 00:00:00+00:00,0.4007335176634812,0.8147737873134329,-2.9810292032830676,6.233067326824094,0.11947039932739881,0.02787959149811324,-0.0408363271831259,1.27409141415224
2017-02-11 12:28:00+00:00," ""Having a great time hosting Prime Minister Shinzo Abe in the United States! https://www.facebook.com/DonaldTrump/posts/10158635419120725:0 … https://instagram.com/p/BQYZ8n8Dtty/ pic.twitter.com/smGrnWakWQ""",6,geopolitics,False,term1,2017-02-13 00:00:00+00:00,0.4007335176634812,0.8147737873134329,-2.9810292032830676,6.233067326824094,0.11947039932739881,0.02787959149811324,-0.0408363271831259,1.27409141415224
2017-02-12 13:02:00+00:00," ""#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D""",6,geopolitics,True,term1,2017-02-13 00:00:00+00:00,0.4007335176634812,0.8147737873134329,-2.9810292032830676,6.233067326824094,0.11947039932739881,0.02787959149811324,-0.0408363271831259,1.27409141415224
2017-02-12 21:23:00+00:00," ""I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!""",4,domestic_politics,False,term1,2017-02-13 00:00:00+00:00,0.4007335176634812,0.8147737873134329,-2.9810292032830676,6.233067326824094,0.11947039932739881,0.02787959149811324,-0.0408363271831259,1.27409141415224
2017-02-12 23:41:00+00:00," ""Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!""",5,domestic_politics,False,term1,2017-02-13 00:00:00+00:00,0.4007335176634812,0.8147737873134329,-2.9810292032830676,6.233067326824094,0.11947039932739881,0.02787959149811324,-0.0408363271831259,1.27409141415224
2017-02-13 06:19:00+00:00," ""Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!""",5,domestic_politics,False,term1,2017-02-13 00:00:00+00:00,0.4007335176634812,0.8147737873134329,-2.9810292032830676,6.233067326824094,0.11947039932739881,0.02787959149811324,-0.0408363271831259,1.27409141415224
2017-02-13 23:53:00+00:00," ""Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP""",5,domestic_politics,False,term1,2017-02-14 00:00:00+00:00,0.4992308919898299,0.5809355628692533,11.45251882796443,6.983240372284626,0.0656386090162815,-0.8313413748235934,0.6373009724831638,1.119368485872349
2017-02-14 00:59:00+00:00," ""Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri""",5,domestic_politics,False,term1,2017-02-14 00:00:00+00:00,0.4992308919898299,0.5809355628692533,11.45251882796443,6.983240372284626,0.0656386090162815,-0.8313413748235934,0.6373009724831638,1.119368485872349
